"name","technology","fuel","nameplate_capacity_mw","status","planning_status","country","admin_division_level_1","date_commercial_operation","date_end_operation","geom_point","latitude","longitude","geom_area","website","note","geom_multipoint","wind_turbine_oem","wind_turbine_model","wind_turbine_type","wind_turbine_rating_mw","wind_turbine_hub_height_m","wind_turbine_qty"
Waterloo Wind Farm2,Wind Turbine - Onshore,Wind - Wind,19.8,Operational,,Australia,South Australia,,,POINT (138.9108244150322 -34.00105138468477),-34.00102479,138.9109315,,,,"MULTIPOINT ((138.91048167699554 -34.064586829099504), (138.91060408343714 -34.062457353714535), (138.9112405969337 -34.060189234575766), (138.9109774230842 -34.05755513181114), (138.91118245387392 -34.0549353141494), (138.91255034585933 -34.05200947368953))",{Vestas},"{"" V117-3.3""}","{""""}",{3.3},{},{6}
Watta Wella Power Station,Wind Turbine - Onshore,Wind - Wind,345.6,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Wattle Point Wind Farm,Wind Turbine - Onshore,Wind - Wind,90.75,Operational,,Australia,South Australia,,,POINT (137.70577776 -35.11035045),-35.11035045,137.7057778,,,,"MULTIPOINT ((137.7258874 -35.1102009), (137.722525 -35.1118206), (137.7193867 -35.1135015), (137.7161551 -35.1150143), (137.7128674 -35.1168479), (137.7095237 -35.1185286), (137.7068338 -35.1148156), (137.7100841 -35.1131348), (137.7135212 -35.111515), (137.6999409 -35.1183147), (137.6970828 -35.119751), (137.6930853 -35.1266722), (137.6963356 -35.1250375), (137.699642 -35.1234027), (137.7025748 -35.1220022), (137.7062174 -35.1200107), (137.7286524 -35.1138718), (137.7329868 -35.1152585), (137.7253264 -35.1154691), (137.7310342 -35.1177684), (137.738716 -35.1172945), (137.730841 -35.1227003), (137.7281588 -35.1191199), (137.7248973 -35.1208048), (137.7265281 -35.1249468), (137.7217001 -35.1223493), (137.7182454 -35.1241395), (137.7149624 -35.1256839), (137.7154344 -35.1204713), (137.7188462 -35.1187162), (137.7123231 -35.122086), (137.7089328 -35.1237709), (137.7053279 -35.1256137), (137.7024525 -35.1270879), (137.7117008 -35.1272809), (137.6990859 -35.1286694), (137.6959663 -35.1303346), (137.7018692 -35.1323512), (137.6986749 -35.1339705), (137.6953312 -35.1356662), (137.6921743 -35.1372091), (137.6887932 -35.1389353), (137.691315 -35.1426319), (137.6946587 -35.1409975), (137.6980958 -35.1393477), (137.7010846 -35.1378049), (137.7046899 -35.1359717), (137.7152254 -35.1338941), (137.7233044 -35.1266466), (137.7256004 -35.1309462), (137.7300636 -35.1295598), (137.7227465 -35.1319464), (137.7189699 -35.1330871), (137.7171031 -35.1284015), (137.7220814 -35.1170057))","{""Neg Micon""}",{NM82/1650},"{""""}",{1.65},{},{55}
Waubra North Wind Farm,Wind Turbine - Onshore,Wind - Wind,307.8,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Waubra Wind Farm,Wind Turbine - Onshore,Wind - Wind,192.0,Operational,,Australia,Victoria,,,POINT (143.60373023 -37.35746218),-37.35746218,143.6037302,,,,"MULTIPOINT ((143.6589497 -37.3912674), (143.6612324 -37.391964), (143.5828768 -37.2819164), (143.5846385 -37.2861719), (143.5875212 -37.2871214), (143.6137737 -37.2877628), (143.5907173 -37.2883445), (143.6104439 -37.2887172), (143.6160979 -37.2892824), (143.6063876 -37.2909979), (143.6090206 -37.3168781), (143.5999233 -37.3181201), (143.6050366 -37.3196654), (143.6262387 -37.320029), (143.6087707 -37.3208124), (143.6120452 -37.3210248), (143.6230695 -37.3213109), (143.6055117 -37.3224832), (143.6187686 -37.3226522), (143.6140646 -37.3235497), (143.6098561 -37.3243826), (143.6073994 -37.3249033), (143.5996152 -37.3270182), (143.5768067 -37.327262), (143.6144982 -37.3273843), (143.6084094 -37.3275128), (143.6034814 -37.3283166), (143.5788435 -37.329218), (143.6126923 -37.3296769), (143.6088256 -37.3301812), (143.6062817 -37.330465), (143.5799701 -37.3324179), (143.5785266 -37.3354616), (143.5730902 -37.3361014), (143.5811982 -37.3370631), (143.5762812 -37.3402147), (143.5796973 -37.3405964), (143.5840743 -37.3431673), (143.5798105 -37.3464812), (143.6027766 -37.3467661), (143.6055444 -37.3477087), (143.588715 -37.3479709), (143.6013399 -37.3496666), (143.5929242 -37.350528), (143.5972551 -37.3521641), (143.6050607 -37.3522058), (143.5781663 -37.3522148), (143.6008557 -37.3540545), (143.5785207 -37.355661), (143.6037826 -37.3565333), (143.5768344 -37.3586303), (143.6064876 -37.3596511), (143.6121483 -37.3601002), (143.5925454 -37.360288), (143.6031897 -37.3607006), (143.5970459 -37.3607084), (143.5703172 -37.3620308), (143.5646311 -37.3620577), (143.5800079 -37.3623811), (143.5752332 -37.3626234), (143.6065342 -37.3635995), (143.5670931 -37.3637813), (143.5600063 -37.3638085), (143.6116536 -37.3643115), (143.5865798 -37.3647573), (143.6146968 -37.3651133), (143.6000591 -37.3662143), (143.5897739 -37.3664797), (143.609863 -37.3669027), (143.6035028 -37.3681838), (143.5925933 -37.368871), (143.6052894 -37.3698186), (143.6092892 -37.370161), (143.6134846 -37.3707358), (143.6173686 -37.3721434), (143.5728133 -37.3802062), (143.5700482 -37.3831541), (143.5667909 -37.383188), (143.5751784 -37.3844754), (143.5606351 -37.3846226), (143.636126 -37.3848979), (143.6393081 -37.3855003), (143.6227133 -37.3860594), (143.5628169 -37.3865136), (143.6056405 -37.3869279), (143.5585361 -37.3873127), (143.6526464 -37.3875766), (143.6100626 -37.3877502), (143.6477993 -37.3878865), (143.6427874 -37.3885335), (143.6016232 -37.3887508), (143.6382271 -37.3887545), (143.6558325 -37.389073), (143.6495733 -37.3896764), (143.6224794 -37.3896434), (143.613378 -37.3898762), (143.6518774 -37.3908641), (143.6199208 -37.3908296), (143.6167607 -37.3918143), (143.6082888 -37.3918551), (143.6499072 -37.3928511), (143.6140033 -37.3930481), (143.6017835 -37.3942711), (143.647471 -37.3987311), (143.601434 -37.3987287), (143.606304 -37.3996095), (143.6455114 -37.4007075), (143.648676 -37.401185), (143.6371582 -37.4045183), (143.6475766 -37.4054318), (143.6505037 -37.4062256), (143.6442378 -37.4070916), (143.6414068 -37.4075396), (143.6341399 -37.4079295), (143.6469772 -37.4087204), (143.6392319 -37.4088911), (143.6317444 -37.4099427), (143.6320457 -37.4159089), (143.6345278 -37.4172446), (143.6396409 -37.4208571), (143.6399478 -37.2769728), (143.6367673 -37.2779265), (143.6380673 -37.2798848), (143.6418349 -37.4019906), (143.5509488 -37.3694694), (143.5467409 -37.3704813), (143.5474551 -37.3727519), (143.5508867 -37.3728259))",{Acciona},{AW-1500/77},"{""""}",{1.5},{},{128}
West Hills Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Operational,,Australia,Western Australia,,,POINT (115.3912038469385 -30.871093403561584),,,,http://blairfox.com.au/,,,{Enercon},"{""Enercon E40/500""}",{},{0.5},{},{5}
Western Plains Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
Whaleback Ridge Wind Farm,Wind Turbine - Onshore,Wind - Wind,288.0,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
White Rock Wind Farm - Stage 1,Wind Turbine - Onshore,Wind - Wind,172.48,Operational,,Australia,New South Wales,,,POINT (151.57326 -29.8465),-29.8465,151.57326,,,,"MULTIPOINT ((151.5766311 -29.837368), (151.5773713 -29.839918), (151.5778649 -29.8425703), (151.5651834 -29.88736), (151.5683699 -29.8894344), (151.5578234 -29.8873321), (151.5548408 -29.8855089), (151.5557635 -29.8835089), (151.5853107 -29.8688009), (151.5812337 -29.8671448), (151.5810299 -29.8643443), (151.5819418 -29.8619903), (151.581738 -29.8590036), (151.5810513 -29.8556632), (151.5800214 -29.8538487), (151.580472 -29.8516527), (151.5769851 -29.8486284), (151.5737557 -29.845967), (151.571567 -29.8440872), (151.5678012 -29.8356742), (151.5670395 -29.8332823), (151.5667713 -29.8309183), (151.5669644 -29.8285356), (151.5656876 -29.8662702), (151.5656769 -29.8635348), (151.5652478 -29.855505), (151.5611064 -29.8472977), (151.5594435 -29.843473), (151.5562677 -29.8412209), (151.5533495 -29.8389129), (151.5531564 -29.8362326), (151.553092 -29.8341665), (151.5492189 -29.8297921), (151.5529954 -29.831393), (151.551708 -29.8273163), (151.5497446 -29.8249056), (151.5458286 -29.8216293), (151.5504956 -29.8201027), (151.5432107 -29.8080757), (151.5450454 -29.8105892), (151.5500986 -29.8181293), (151.5498412 -29.8161187), (151.5464508 -29.8143128), (151.5690243 -29.7901443), (151.5695715 -29.7933379), (151.5644967 -29.7950139), (151.5694535 -29.7965594), (151.569035 -29.7984959), (151.5685844 -29.8008887), (151.5674043 -29.8029741), (151.5630376 -29.8074241), (151.5646148 -29.80977), (151.5659988 -29.8121345), (151.5636921 -29.8143966), (151.5514505 -29.8124324), (151.5503025 -29.8096862), (151.5534675 -29.8066514), (151.5545189 -29.8039237), (151.5548408 -29.8009724), (151.5500772 -29.7944645), (151.5483069 -29.7922113), (151.5476096 -29.7897253), (151.5482533 -29.7875279), (151.5482318 -29.7848555), (151.5482747 -29.7824252), (151.5439403 -29.7811029), (151.5439725 -29.778449), (151.5455711 -29.7705892), (151.543436 -29.7761768), (151.543656 -29.7736345))",{Goldwind},{GW121/2500},"{""""}",{2.5},{},{70}
White Rock Wind Farm - Stage 2,Wind Turbine - Onshore,Wind - Wind,211.5,Development,,Australia,New South Wales,2026-01-09,,,,,,,,,,,,,,
Willatook,Wind Turbine - Onshore,Wind - Wind,354.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Willogoleche Wind Farm,Wind Turbine - Onshore,Wind - Wind,91.92,Operational,,Australia,South Australia,2019-01-10,,POINT (138.8447767 -33.3930495),-33.3930495,138.8447767,,,,"MULTIPOINT ((138.856666 -33.3904415), (138.8518105 -33.3872369), (138.849326 -33.3908086), (138.8482987 -33.3929999), (138.8478597 -33.3959007), (138.845067 -33.3981309), (138.8441517 -33.4007898), (138.8418762 -33.4045196), (138.8432551 -33.4070899), (138.8438995 -33.4096706), (138.8484574 -33.4093899), (138.8456461 -33.4118536), (138.8441143 -33.414785), (138.8447401 -33.4178645), (138.839874 -33.4158843), (138.8379824 -33.4138481), (138.8361537 -33.4109659), (138.8327584 -33.4076687), (138.8405505 -33.4206204), (138.841559 -33.4226263), (138.8384476 -33.4247217), (138.8337913 -33.4224562), (138.8385012 -33.4277213), (138.837246 -33.4318401), (138.8353041 -33.4304165), (138.8304439 -33.4320908), (138.8290384 -33.4350455), (138.8254013 -33.4401487), (138.824543 -33.4424854), (138.8198545 -33.4458783), (138.8529592 -33.4107676), (138.8521581 -33.4078922))","{GE,GE}","{""GE 3.8-130""}","{""""}","{3.83,3.43}",{},"{24,8}"
Wimmera Plains Wind Farm,Wind Turbine - Onshore,Wind - Wind,312.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Windy Hill WInd Farm,Wind Turbine - Onshore,Wind - Wind,12.0,Operational,,Australia,Queensland,,,POINT (145.5306 -17.5922),-17.5922,145.5306,,,,"MULTIPOINT ((145.5299821539789 -17.59108712167525), (145.53045382191928 -17.589959373209734), (145.5332526449044 -17.590148880033585), (145.53116717095307 -17.58892265589172), (145.5304967008229 -17.592645892564246), (145.53336568928677 -17.587904511949436), (145.53536930351285 -17.586953248193304), (145.53598520049286 -17.585749297824687), (145.53674922459467 -17.584456157016103), (145.532757588471 -17.593924111817024), (145.53267962682798 -17.595165164881454), (145.52839953262512 -17.597528344150486), (145.53107361698136 -17.596287307319447), (145.53139325971782 -17.597595226132793), (145.5297872498712 -17.595113144864303), (145.52985741534994 -17.59378291362289), (145.52888289481194 -17.59876194117383), (145.52809548221725 -17.599913786210454), (145.53866756827367 -17.583411511727984), (145.53447323187817 -17.591755499754907))",{Enercon},{E40/600},"{""""}",{0.6},{},{20}
Winterbourne Wind Farm,Wind Turbine - Onshore,Wind - Wind,731.6,Development,,Australia,New South Wales,2027-01-12,,,,,,,,,,,,,,
Woakwine Wind Farm,Wind Turbine - Onshore,Wind - Wind,274.0,Development,,Australia,South Australia,,,POINT (140.0686 -37.3843),,,,https://www.iberdrola.com.au/our-assets/development-assets,,,{},{},{},{},{},{}
Wonthaggi Wind Farm,Wind Turbine - Onshore,Wind - Wind,12.0,Operational,,Australia,Victoria,,,POINT (145.546167 -38.603736),-38.603736,145.546167,,,,"MULTIPOINT ((145.5452115 -38.605698), (145.5429961 -38.604193), (145.5464603 -38.6019806), (145.5490376 -38.602494), (145.5478622 -38.6075188), (145.5407055 -38.6025901))",{Repower},{MM82},"{""""}",{2.0},{},{6}
Woodlawn Wind Farm,Wind Turbine - Onshore,Wind - Wind,48.3,Operational,,Australia,New South Wales,,,POINT (149.57160578 -35.0860597),-35.0860597,149.5716058,,https://www.iberdrola.com.au/our-assets/owned-renewable-energy-assets/woodlawn-wind-farm,,"MULTIPOINT ((149.5717378 -35.0685593), (149.5694203 -35.0705625), (149.5691996 -35.0718269), (149.5661502 -35.0732599), (149.5660251 -35.074609), (149.5659515 -35.0765567), (149.5658112 -35.0786267), (149.5662452 -35.0802733), (149.5683824 -35.082236), (149.5709159 -35.0865539), (149.5740328 -35.0892287), (149.5791113 -35.0956763), (149.5783719 -35.0969343), (149.5783204 -35.0985113), (149.578817 -35.1003832), (149.5774523 -35.1022912), (149.5772169 -35.1038381), (149.575271 -35.1054661), (149.5733876 -35.1078735), (149.5729462 -35.1100401), (149.5729646 -35.1124353), (149.5701433 -35.1136751), (149.568602 -35.1161755))",{Suzlon},{S88},"{""""}",{2.1},,{23}
Woolnorth Bluff Point Wind Farm Stage 1,Wind Turbine - Onshore,Wind - Wind,10.5,Operational,,Australia,Tasmania,,,POINT (144.686307292449 -40.71894634548739),-40.778754,144.736204,,,,"MULTIPOINT ((144.68445392926583 -40.71353132553007), (144.68425088565596 -40.71572888177431), (144.6852495768998 -40.71794783890726), (144.6871926570267 -40.720216825038854), (144.68926559062496 -40.72228353926187), (144.6891947614588 -40.7249603308703))",{Vestas},"{"" V66/1750""}","{""""}",{1.75},{},{6}
Woolnorth Bluff Point Wind Farm Stage 2,Wind Turbine - Onshore,Wind - Wind,54.25,Operational,,Australia,Tasmania,,,POINT (144.6972244279371 -40.71888908386612),-40.778754,144.736204,,,,"MULTIPOINT ((144.69288023907504 -40.706197261943906), (144.69545842072574 -40.707199524236344), (144.69912501056413 -40.70612925074185), (144.69407253003985 -40.70414973637977), (144.6972669254367 -40.703226181522325), (144.6990825130644 -40.701824716260646), (144.70451747108632 -40.69945307632934), (144.6877474854957 -40.73206690492618), (144.69214833769067 -40.73179496540333), (144.68864701590675 -40.729828738021666), (144.6938317108747 -40.72982873802167), (144.6887084011842 -40.728100413745096), (144.69616671238808 -40.72770321486607), (144.6976069054347 -40.72551857865421), (144.6931139753236 -40.72491917780331), (144.68701794508357 -40.73511004706289), (144.69158878727748 -40.73556802700966), (144.68744292008094 -40.73755376296438), (144.69172100172113 -40.73901708720195), (144.6874263932755 -40.7400528437039), (144.68811107521572 -40.7423318089985), (144.69224749852344 -40.74238905044962), (144.68923961993093 -40.74460711874083), (144.69280940990885 -40.744467597270415), (144.6904389938124 -40.746639090572515), (144.693971008235 -40.74650672810062), (144.69236082518947 -40.72160358841872), (144.68968820465045 -40.71884076933482), (144.68733667633168 -40.71563403760357), (144.68814885077109 -40.713758600589294), (144.6927810782425 -40.70925948383602))",{Vestas},"{"" V66/1750""}","{""""}",{1.75},{},{31}
Woolnorth Studland Bay Wind Farm,Wind Turbine - Onshore,Wind - Wind,75.0,Operational,,Australia,Tasmania,,,POINT (144.73846828659953 -40.78660960945923),-40.778754,144.736204,,,,"MULTIPOINT ((144.7344570422124 -40.80369544837208), (144.72782950402984 -40.80087347532969), (144.7210314042029 -40.802828580531894), (144.7173277799244 -40.80581646023674), (144.72627008328104 -40.79740578860757), (144.71978874079372 -40.79698153790163), (144.71325866640794 -40.79921343514022), (144.71615821436282 -40.79296024439977), (144.72578276429704 -40.79336607406016), (144.73146003046074 -40.79307092546226), (144.7298518778135 -40.789049395092285), (144.73574843752002 -40.788864915379406), (144.72951075452465 -40.785064519270975), (144.72463756468454 -40.783256487498036), (144.72015423003165 -40.78093180289488), (144.72568530050017 -40.77871774191469), (144.7305828562895 -40.77871774191469), (144.73552914397717 -40.78144840650478), (144.7375271518116 -40.78436345156888), (144.73872108332245 -40.7770755990239), (144.73389662538074 -40.77395726090989), (144.72895033769305 -40.77179832570425), (144.7254660069574 -40.77489831327597), (144.73460323790755 -40.76965777368138), (144.74522679175902 -40.77740772108557))",{Vestas},"{"" V90/3000""}","{""""}",{3.0},{},{25}
Woolsthorpe Wind Farm,Wind Turbine - Onshore,Wind - Wind,73.2,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Wooroora Station  Wind Farm,Wind Turbine - Onshore,Wind - Wind,322.4,Development,,Australia,Queensland,,,POINT (152.440127 -26.07583965),-26.07583965,152.440127,,,,,,,,,,
Yaloak South Wind Farm,Wind Turbine - Onshore,Wind - Wind,28.7,Operational,,Australia,Victoria,,,POINT (144.2578311 -37.726597),,,,,,"MULTIPOINT ((144.2518832 -37.7186517), (144.2498477 -37.7220049), (144.2482456 -37.7252111), (144.2473178 -37.7284568), (144.2411482 -37.7167794), (144.2396755 -37.7202135), (144.2382558 -37.7236897), (144.2360237 -37.7275371), (144.2796385 -37.724569), (144.2765808 -37.7270427), (144.2719299 -37.7291386), (144.2663991 -37.7307933), (144.2641568 -37.7350189), (144.2594522 -37.7364147))",{Senvion},{MM92},"{""""}",{2.05},{},{14}
Yanco Delta Wind Farm,Wind Turbine - Onshore,Wind - Wind,1497.6,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Yandin Wind Farm,Wind Turbine - Onshore,Wind - Wind,214.2,Operational,,Australia,Western Australia,2021-05-19,,POINT (115.64201973585917 -30.76851612203853),,,,https://www.yandinwindfarm.com.au/,,"MULTIPOINT ((115.6046186 -30.8003802), (115.6147303 -30.7887289), (115.6035076 -30.7596173), (115.612885 -30.7604199), (115.6273807 -30.7633253), (115.6360108 -30.7629722), (115.6313595 -30.7683493), (115.6312848 -30.7574342), (115.6473122 -30.7605483), (115.6575302 -30.7577232), (115.6688129 -30.7491829), (115.6626858 -30.749504), (115.6490681 -30.7409148), (115.6323869 -30.7396786), (115.6266895 -30.7427611), (115.617555 -30.7378322), (115.6262972 -30.7304623), (115.6008177 -30.7520244), (115.6177605 -30.766375), (115.6343483 -30.7792952), (115.6400457 -30.7827777), (115.6445102 -30.7734853), (115.6478166 -30.7690715), (115.6557742 -30.7820395), (115.6561208 -30.7868633), (115.6199087 -30.7948452), (115.6137256 -30.8018572), (115.6299585 -30.8178207), (115.7162695 -30.7371619), (115.7245631 -30.7379167), (115.7308076 -30.7292644), (115.7106267 -30.7113282), (115.7359627 -30.7081125), (115.7362879 -30.7138587), (115.7427439 -30.7154106), (115.7501755 -30.7335417), (115.7608271 -30.7336955), (115.7462239 -30.7409078), (115.732938 -30.7417464), (115.6749785 -30.7406514), (115.6821143 -30.7363646), (115.6647792 -30.7342773), (115.6460432 -30.728545), (115.6428489 -30.721062), (115.6298732 -30.7888894), (115.6287763 -30.7844321), (115.6219364 -30.7746804), (115.6864875 -30.7294527), (115.6910105 -30.7264334), (115.6962389 -30.7280916), (115.6133514 -30.7459487))",{Vestas},"{""V150/4000-4200 ""}",{},{4.0},{105.0},{51}
Yawong Wind Farm,Wind Turbine - Onshore,Wind - Wind,7.2,Operational,,Australia,Victoria,2018-01-12,,POINT (143.36685 -36.48131),-36.48131,143.36685,,,,"MULTIPOINT ((143.3647533 -36.4821694), (143.3684574 -36.4801536))",{Vestas},{V126-3.6MW},"{""""}",{3.6},{},{2}
Yorke Peninsula Wind Farm,Wind Turbine - Onshore,Wind - Wind,635.8,Development,,Australia,South Australia,2022-01-11,,,,,,,,,,,,,,
